Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP,iso_code,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,gdp,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
Estonia,2013,18.81468246,56.3101525,18.7583723,13.9737399,3.056923391,1.143843756,1.339898384,0.142632153,75.377,0.846,0.504,13.975,EST,,,,,,,3.487,2.593,5.01,504.17,,0.0,0.0,0.0,0.0,992.0,0.098,7.385,63.324,3.35,48.719,9.856,36936.389,,,13.275,0.665,0.013,12.055,0.089,0.026,0.0,11.953,0.665,0.0,1.22,0.0,0.529,2.417,58329.07,4.662,95.811,3.284,73.713,55885.624,9139.5,90.813,0.67,3.096,8.225,0.19,6.328,67.475,4797.409,,,0.192,-38.468,0.087,-0.042,0.067,19.357,50.467,9.187,1.22,924.618,-17.686,4.071,-0.673,3.132,2374.679,0.0,,0.0,0.0,0.0,0.0,0.0,90.044,-1.356,24.262,-0.257,18.666,9062.168,14151.825,,,504.17,5.01,-33.768,2.22,-0.871,1.708,1294.679,10064.118,1319000.0,76.936,924.618,9.187,-17.686,4.071,-0.673,3.132,2374.679,0.0,363.855,0.005,0.003,0.004,0.0,2.717,31826479104.0,3.985,21.155,1.76,0.236,1.354,401.091,1026.815
Finland,2013,,,51.30517538,20.9029154,22.30749006,6.010763003,0.411522925,1.890817579,35.562,0.212,0.214,9.139,FIN,,,,,,,0.64,2.13,16.925,2208.296,9.919,0.72,0.218,2.411,443.32,161.0,15.06,10.552,17.328,5.54,58.041,1965.067,10671.343,,,70.967,12.011,10.688,21.732,6.788,12.839,23.606,4.256,12.011,0.0,25.63,0.006,0.774,1.626,61585.338,4.316,61.529,8.527,206.101,37893.148,3995.546,30.622,9.565,-7.007,8.869,-2.238,29.707,1248.024,5461.793,,,18.091,-24.425,9.784,-10.591,32.772,2360.471,6025.399,69.378,49.236,9052.338,-4.729,38.471,-6.397,128.862,23692.19,33.263,2.149,18.242,1.285,61.105,4340.136,11234.586,5.997,4.619,35.333,5.225,118.353,782.456,21760.012,,,2208.296,16.925,6.931,9.128,1.982,30.576,5621.629,13047.884,5439000.0,334.963,4712.202,36.115,-10.184,20.228,-7.682,67.757,12457.603,0.009,13.348,0.005,0.002,0.017,1.186,3.06,206000000000.0,1.09,55.581,0.591,0.708,1.981,142.249,364.196
France,2013,340.1580821,1868.5774,338.2895047,46.38764184,191.1629778,89.57264635,7.276589883,16.03851343,30.565,0.139,0.124,5.018,FRA,0.0,,0.0,,0.0,,0.859,24.391,0.961,86.663,1.818,1.06,0.542,30.356,475.105,69.0,4.136,4.502,4.695,5.794,134.494,372.977,2104.96,,,576.208,5.537,23.831,53.24,18.393,71.922,423.685,11.016,6.041,0.504,99.283,5.194,16.127,1.146,44834.32,0.04,52.416,0.595,1501.535,23500.412,833.257,9.24,3.192,1.572,15.759,6.989,451.432,287.872,7065.325,,,12.482,19.814,6.32,29.941,181.05,1125.648,2833.602,90.76,522.968,8184.934,1.777,47.584,23.796,1363.109,21333.909,73.53,-1.005,37.866,-11.007,1084.737,6631.056,16977.127,1.912,-1.314,31.962,-12.187,915.609,172.408,14330.126,,,94.547,1.048,-0.676,0.482,-0.094,13.795,215.898,9018.191,63894000.0,2864.644,1553.878,17.23,14.289,9.718,34.803,278.372,4356.782,0.901,17.193,0.423,1.778,12.123,81.284,189.732,2500000000000.0,2.799,6.863,1.433,2.636,41.048,252.398,642.445
Germany,2013,779.3005258,4720.57395,774.5799519,335.0612862,252.2766533,164.0019119,7.316964773,25.05717486,56.738,0.236,0.204,9.469,DEU,-5.551,-30.839,-9.06,-8.572,0.0,,2.821,104.752,7.189,560.524,-10.427,0.833,-3.703,31.81,391.873,501.0,45.536,2.919,25.231,27.324,963.399,3550.398,11868.325,524.757,6464.589,632.9,45.5,288.2,383.3,67.5,23.0,97.3,27.6,45.6,0.1,152.3,31.0,52.7,1.046,47038.77,3.107,82.429,94.84,3147.407,38773.583,4721.955,60.562,10.665,4.764,22.254,38.643,849.744,831.547,10468.18,86.041,1059.962,3.634,3.483,1.542,1.982,58.88,283.342,725.361,39.438,249.6,3074.876,1.5,17.571,9.912,670.918,8265.186,15.374,-2.771,6.523,-7.099,249.086,1198.66,3068.545,4.361,2.212,34.944,28.873,1334.263,340.01,16437.079,,,561.756,7.205,4.835,3.057,5.383,116.729,1438.012,7796.831,81174000.0,3818.325,1876.217,24.064,4.202,11.048,17.011,421.832,5196.642,4.898,16.843,2.079,11.445,79.393,381.896,978.061,3650000000000.0,8.327,1.431,3.536,1.904,135.02,649.223,1663.335
Greece,2013,,,69.81114841,29.40547424,33.12704199,6.806810968,6.831202232,2.016871984,70.3,0.353,0.238,6.279,GRC,-16.364,-15.31,,,,,-5.325,-18.567,0.379,20.148,,0.0,0.0,0.0,0.0,808.0,46.233,-14.154,24.615,-13.398,81.261,2458.43,7565.522,78.25,7285.187,57.115,0.216,26.406,42.765,10.876,6.346,0.0,5.483,0.216,0.0,14.35,3.648,4.139,1.223,30736.014,-9.132,88.383,-29.324,291.783,27165.303,3981.473,74.876,19.042,-11.738,11.3,-4.961,37.307,1012.569,3473.322,,,11.111,43.261,4.921,4.906,16.247,590.81,1512.643,25.124,14.35,1335.959,40.504,11.128,10.59,36.737,3420.252,0.0,,0.0,0.0,0.0,0.0,0.0,9.6,-5.954,52.468,-10.966,173.214,510.474,16126.458,,,20.148,0.379,5.245,0.168,0.028,0.553,51.486,5317.432,10741000.0,330.136,1335.959,25.124,40.504,11.128,10.59,36.737,3420.252,6.387,114.051,2.829,4.976,9.34,339.643,869.543,270000000000.0,7.247,6.859,3.21,0.68,10.597,385.359,986.579
Hungary,2013,,,41.45872592,9.191938482,14.00484014,17.01079981,0.0,0.498069145,40.231,0.348,0.165,4.068,HUN,0.327,0.061,0.0,,0.0,,-4.965,-12.619,6.054,186.296,,0.0,0.0,0.0,0.0,288.0,20.819,-12.442,11.004,-3.777,26.577,640.635,2702.558,18.744,1906.073,30.26,1.832,6.3,12.103,5.541,0.213,15.37,0.262,1.832,0.0,2.787,0.025,0.718,1.118,24560.776,-5.559,80.091,-11.386,193.445,19671.046,1230.728,39.996,18.311,-6.774,37.594,-6.598,90.801,563.453,9233.421,,,0.704,-0.602,0.226,-0.003,0.545,21.672,55.454,60.004,18.157,1846.379,-2.126,19.247,-1.01,46.488,4727.236,50.793,-3.267,16.292,-1.329,39.35,1562.945,4001.416,0.866,-1.312,31.494,-1.011,76.067,26.641,7735.067,,,186.296,6.054,10.028,1.942,0.427,4.69,476.954,3077.108,9834000.0,241.531,283.434,9.211,4.682,2.955,0.319,7.138,725.82,0.081,210.618,0.027,0.043,0.064,2.504,6.509,216000000000.0,2.371,-7.469,0.761,-0.148,1.838,72.962,186.904
Iceland,2013,,,2.061304533,0.410775523,1.648947497,0.0,0.078127956,0.485770994,8.23,0.123,0.133,6.271,ISL,,,,,,,3.194,1.743,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,15.038,2.265,0.167,1.275,0.0,3899.086,,,18.0,0.0,0.0,0.005,0.0,12.747,0.0,0.005,5.245,5.245,17.995,0.0,0.003,4.494,172178.609,5.759,17.588,0.539,9.903,30283.116,14.373,0.026,0.0,,0.0,0.0,0.0,0.0,0.0,,,70.818,3.638,58.491,1.156,32.932,38981.651,100709.496,99.974,17.995,55030.581,2.611,82.367,1.18,46.375,141818.047,0.0,,0.0,0.0,0.0,0.0,0.0,0.026,4.513,15.324,0.373,8.628,14.373,26384.031,,,16039.755,29.139,0.075,23.851,0.01,13.428,41065.608,55044.954,327000.0,56.302,55030.581,99.974,2.611,82.367,1.18,46.375,141818.047,0.0,,0.0,0.0,0.0,0.0,0.0,12528432128.0,0.017,,0.025,0.014,0.014,9.174,42.943
Ireland,2013,,,35.12266729,8.62317147,17.44298043,8.754803178,0.446929656,1.872370352,63.174,0.161,0.145,7.484,IRL,0.0,,,,,,-1.999,-3.337,1.9,105.283,,0.0,0.0,0.0,0.0,460.0,16.745,-9.509,14.541,-2.5,23.795,927.963,5156.013,,,25.576,0.486,4.283,19.948,13.133,0.599,0.0,2.533,0.486,0.0,5.628,0.001,4.542,0.74,35458.484,-2.845,90.677,-4.345,148.385,32152.787,4322.447,77.996,51.35,-4.757,27.299,-2.231,44.672,2845.726,9679.78,,,2.344,-25.732,0.938,-0.532,1.535,129.902,332.58,22.004,5.628,1219.413,6.397,8.798,0.866,14.397,3119.713,0.0,,0.0,0.0,0.0,0.0,0.0,9.902,0.486,48.837,0.387,79.918,548.757,17316.994,,,105.283,1.9,8.815,0.752,0.1,1.231,266.815,5541.86,4615000.0,163.641,1219.413,22.004,6.397,8.798,0.866,14.397,3119.713,0.003,7.636,0.001,0.0,0.002,0.151,0.388,221000000000.0,17.757,12.559,7.107,1.298,11.629,984.077,2519.929
Italy,2013,348.1565868,4645.581032,343.5110058,53.3566034,148.9342621,133.1077276,7.038032741,8.983689141,51.888,0.185,0.152,5.597,ITA,0.0,,-10.107,-8.283,1.946,1.219,-4.733,-90.995,5.951,283.922,-16.082,0.804,-2.822,14.723,244.708,272.0,15.712,-13.862,8.594,-25.33,157.403,749.663,2616.106,,,287.078,17.083,45.105,175.077,108.907,52.773,0.0,21.065,22.742,5.659,112.001,21.589,14.897,0.881,30442.126,-8.24,83.539,-137.401,1530.118,25431.184,2909.847,60.986,37.936,-6.469,36.438,-46.162,667.405,1810.079,11092.539,73.675,1224.509,18.383,25.268,7.377,27.254,135.114,877.115,2245.654,39.014,112.001,1861.501,18.192,16.461,46.406,301.493,5010.942,0.0,,0.0,0.0,0.0,0.0,0.0,7.338,-8.546,38.508,-65.909,705.31,350.105,11722.538,63.882,1061.744,377.98,7.922,25.077,3.18,11.678,58.244,968.035,4771.348,60167000.0,1831.611,1861.501,39.014,18.192,16.461,46.406,301.493,5010.942,7.52,13.768,3.018,6.689,55.272,358.812,918.644,2080000000000.0,5.189,10.443,2.082,3.606,38.14,247.594,633.901
Latvia,2013,,,7.310155993,0.294767607,3.6861662,2.802336542,0.760276831,0.365865364,38.035,0.268,0.148,3.434,LVA,,,,,,,-3.727,-1.682,8.075,245.135,,0.0,0.0,0.0,0.0,126.0,0.016,-15.558,2.005,-0.16,0.871,0.489,425.96,,,6.208,0.501,0.001,2.675,2.67,2.912,0.0,0.004,0.501,0.0,3.533,0.0,0.12,1.039,21245.46,-0.484,78.596,-0.166,34.148,16698.18,1308.068,43.087,43.006,-1.47,32.366,-0.21,14.062,1305.623,6876.35,,,46.904,-21.771,17.16,-2.075,7.455,1423.965,3645.686,56.913,3.533,1727.839,-14.264,20.82,-1.505,9.046,4423.399,0.0,,0.0,0.0,0.0,0.0,0.0,0.064,1.074,44.225,0.204,19.215,1.956,9395.87,,,245.135,8.075,73.256,2.958,0.543,1.285,628.48,3035.908,2045000.0,43.447,1727.839,56.913,-14.264,20.82,-1.505,9.046,4423.399,0.001,-0.603,0.001,0.0,0.001,0.033,0.25,41799946240.0,1.934,9.521,0.701,0.026,0.305,58.707,148.982
Lithuania,2013,,,11.27548093,1.11602078,6.532134024,3.296930447,0.279428507,0.20906588,37.263,0.277,0.137,3.675,LTU,,,,,,,-7.804,-5.327,8.969,118.503,,0.0,0.0,0.0,0.0,204.0,0.0,15.062,4.969,0.409,3.127,0.0,1039.319,,,3.976,0.357,0.0,2.451,2.219,0.521,0.0,0.232,0.357,0.0,1.525,0.045,0.603,0.911,20916.116,-9.557,92.703,-6.165,58.344,19389.944,814.404,61.636,55.812,-18.469,39.996,-5.702,25.172,737.454,8365.567,,,13.11,22.676,2.12,0.247,1.334,173.223,443.469,38.364,1.525,506.914,28.224,6.207,0.86,3.906,1298.16,0.0,,0.0,0.0,0.0,0.0,0.0,5.824,-2.821,47.739,-0.872,30.045,76.95,9985.058,,,118.503,8.969,62.775,1.452,0.352,0.914,303.758,1321.318,3009000.0,62.937,506.914,38.364,28.224,6.207,0.86,3.906,1298.16,1.126,1836.091,0.182,0.109,0.115,14.882,38.119,69114494976.0,15.16,10.918,2.452,0.152,1.543,200.306,512.814
Luxembourg,2013,,,9.966323901,0.212133105,7.463470299,2.102758214,0.0,1.116341778,58.854,0.171,0.167,17.985,LUX,,,,,,,-4.746,-2.271,5.092,173.501,,0.0,0.0,0.0,0.0,192.0,0.0,-10.801,1.222,-0.067,0.557,0.0,1025.925,,,1.85,0.094,0.0,1.48,1.421,0.119,0.0,0.059,0.094,0.0,0.37,0.074,0.083,1.485,83946.778,-5.376,96.558,-2.501,44.014,81057.731,2725.617,79.993,76.795,-15.332,22.705,-1.874,10.35,2616.676,19059.998,,,6.442,20.523,0.669,0.052,0.305,219.512,562.004,20.007,0.37,681.715,19.44,2.079,0.154,0.948,1745.355,0.0,,0.0,0.0,0.0,0.0,0.0,3.197,-1.661,72.632,-0.559,33.108,108.941,60971.808,,,173.501,5.092,-0.391,0.529,-0.001,0.241,444.204,3407.331,543000.0,45.583,681.715,20.007,19.44,2.079,0.154,0.948,1745.355,3.985,91.483,0.414,0.09,0.189,135.797,347.674,30693855232.0,4.488,6.533,0.466,0.013,0.213,152.904,391.472
Netherlands,2013,158.635884,344.4377313,158.2914463,31.75999003,49.74849468,73.25801253,41.38490727,10.31187303,49.648,0.212,0.19,9.331,NLD,0.0,,5.852,40.028,0.0,,-2.984,-31.428,5.866,353.501,-4.47,0.371,-0.177,3.786,224.778,472.0,24.249,0.058,9.317,0.056,95.195,1461.292,5651.539,,,101.507,5.954,24.614,86.51,56.07,0.114,2.891,5.826,5.954,0.0,12.106,0.41,5.627,1.251,60660.94,-2.734,95.845,-27.523,979.321,58140.664,5135.977,85.226,55.237,-0.438,38.278,-1.722,391.111,3328.783,23219.629,724.056,42985.997,0.113,8.847,0.029,0.024,0.293,6.787,17.375,14.774,14.997,890.337,-8.423,4.155,-3.904,42.452,2520.275,2.848,-26.599,0.724,-2.682,7.401,171.634,439.403,5.74,-4.983,48.251,-25.857,493.015,345.902,29269.497,,,353.501,5.866,-17.845,1.492,-3.311,15.244,904.992,6026.314,16844000.0,1021.773,718.703,11.926,-3.37,3.43,-1.222,35.05,2080.873,0.404,102.083,0.129,0.667,1.321,24.341,78.415,817000000000.0,5.544,12.273,1.41,1.575,14.407,334.074,855.311
Norway,2013,40.20089623,1552.451544,38.64844468,2.968038982,22.56516996,11.70734265,1.299154077,1.557886186,27.694,0.102,0.126,7.485,NOR,0.0,,-5.21,-59.32,-4.712,-47.525,-6.421,-34.7,0.453,118.133,,0.0,0.0,0.0,0.0,,0.0,-5.248,1.785,-0.5,9.028,0.0,1777.473,,,132.512,0.6,0.0,2.48,2.48,127.551,0.0,0.0,0.6,0.0,130.032,0.0,1.881,1.246,99572.271,0.849,33.664,1.433,170.25,33520.363,488.23,1.871,1.871,-0.693,7.858,-0.277,39.741,488.23,7824.576,1079.303,212503.112,96.256,-10.129,64.878,-36.978,328.105,25113.408,64600.39,98.129,130.032,25601.89,-9.724,66.036,-35.973,333.96,65753.13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.853,24.021,2.21,121.481,0.0,23918.314,961.059,189222.152,118.133,0.453,20.741,0.2,0.174,1.014,199.617,26090.12,5079000.0,505.728,25601.89,98.129,-9.724,66.036,-35.973,333.96,65753.13,0.0,9.449,0.005,0.002,0.025,0.0,4.94,406000000000.0,1.419,20.78,0.952,0.829,4.816,370.348,948.182
Poland,2013,300.2173622,1475.480495,298.7418817,210.1496221,57.81342796,26.53459136,0.441145905,1.574143922,71.516,0.66,0.309,7.595,POL,-1.142,-7.678,-2.141,-0.973,0.0,,0.284,3.218,5.26,225.959,-2.575,0.758,-0.227,8.601,225.407,841.0,84.02,4.2,54.688,25.025,620.823,3609.151,16269.792,664.766,17421.398,163.91,8.622,137.718,146.844,5.27,2.439,0.0,3.856,8.622,0.0,17.066,0.001,6.004,1.245,29749.993,0.299,95.393,3.228,1082.905,28379.488,3848.318,89.588,3.215,-0.051,15.337,-0.089,174.104,138.11,4562.721,44.463,1165.236,1.488,19.014,0.55,0.998,6.244,63.915,163.647,10.412,17.066,447.253,-0.019,4.607,-0.01,52.296,1370.504,0.0,,0.0,0.0,0.0,0.0,0.0,2.353,-7.01,25.368,-21.708,287.977,101.057,7546.976,,,225.959,5.26,-15.099,1.945,-3.926,22.075,578.507,4295.572,38158000.0,1135.2,447.253,10.412,-0.019,4.607,-0.01,52.296,1370.504,0.001,35.542,0.0,0.001,0.004,0.039,0.101,912000000000.0,3.663,25.718,1.354,3.145,15.372,157.341,402.843
Portugal,2013,,,44.656598,10.5628283,24.72587736,8.061284721,2.074785586,2.794720631,48.602,0.225,0.146,4.183,PRT,0.0,,,,,,9.293,24.277,6.038,291.329,-1.349,1.123,-0.044,3.206,306.094,318.0,23.428,-8.969,10.793,-3.036,30.815,1130.335,2942.37,,,50.53,3.051,11.838,21.058,7.228,13.73,0.0,1.992,3.248,0.197,29.472,0.479,12.015,1.061,27262.918,-0.594,72.451,-1.236,206.865,19752.226,2010.734,41.675,14.304,-5.206,15.124,-2.371,43.183,690.156,4123.313,,,27.173,142.748,12.311,20.671,35.152,1311.03,3356.453,58.325,29.472,2814.078,48.003,27.549,25.512,78.659,7510.692,0.0,,0.0,0.0,0.0,0.0,0.0,3.943,3.242,46.534,4.172,132.866,190.243,12686.543,,,310.1,6.427,4.231,2.912,0.337,8.315,793.908,4824.811,10473000.0,285.525,2814.078,58.325,48.003,27.549,25.512,78.659,7510.692,0.948,21.184,0.43,0.214,1.227,45.75,117.131,269000000000.0,23.777,16.396,10.773,4.333,30.76,1147.198,2937.105
Slovak Republic,2013,,,32.10036094,13.06544008,8.818867296,9.381432925,0.0,0.122980017,44.791,0.386,0.21,5.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2013,14.57166658,33.4951838,14.5381714,5.615095241,6.925924647,1.617217336,0.191952057,0.076862399,49.214,0.345,0.228,6.872,SVN,,,,,,,-1.224,-0.987,1.643,125.913,,0.0,0.0,0.0,0.0,309.0,30.845,-3.406,19.496,-0.547,15.525,2363.548,7525.315,,,15.808,0.26,4.876,5.399,0.509,4.629,5.3,0.014,0.26,0.0,5.108,0.215,0.004,1.488,38598.664,-4.283,65.666,-2.34,52.289,25346.296,2617.234,34.156,3.22,-1.778,10.181,-0.147,8.107,246.728,3929.557,,,29.286,18.008,14.883,1.808,11.851,2244.029,5744.724,65.844,10.408,5045.31,4.964,33.467,1.26,26.65,12917.872,33.528,-4.702,17.041,-0.67,13.569,2569.074,6577.454,0.091,-5.431,35.989,-1.646,28.658,6.958,13891.423,,,125.913,1.643,-2.836,0.839,-0.02,0.668,323.909,7662.544,2063000.0,79.629,2476.236,32.316,17.307,16.427,1.93,13.08,6340.418,1.36,31.107,0.691,0.131,0.55,104.248,266.821,53505286144.0,0.027,,0.013,0.01,0.01,2.046,4.964
Spain,2013,,,239.6824394,45.01149604,132.3808184,59.17259643,23.01625063,10.74230294,48.29,0.208,0.153,5.068,ESP,-28.361,-8.115,0.0,,0.0,,-5.339,-88.469,2.06,123.56,-56.484,0.681,-13.863,10.681,227.58,270.0,14.191,-26.433,8.45,-47.625,132.547,851.058,2824.3,20.498,436.766,281.444,5.799,39.941,113.313,57.536,36.865,56.726,15.836,5.799,0.0,111.406,13.096,55.646,1.053,33422.014,-9.726,71.949,-121.587,1128.547,24046.948,2414.454,40.261,20.443,-8.721,19.335,-28.975,303.281,1225.97,6462.279,,,13.099,77.943,6.003,41.246,94.165,785.517,2006.466,59.739,168.132,3582.53,8.14,28.051,33.118,439.981,9375.067,20.155,-8.265,9.26,-13.086,145.246,1208.711,3094.884,5.627,-6.098,44.164,-44.987,692.719,337.426,14760.369,,,123.56,2.06,5.657,0.864,0.725,13.545,288.61,5996.984,46931000.0,1568.529,2373.82,39.584,18.591,18.791,46.204,294.735,6280.183,4.653,8.909,2.14,2.746,33.567,279.045,715.243,1490000000000.0,19.772,12.046,9.103,15.349,142.777,1185.698,3042.283
Sweden,2013,40.84563391,41.43021,40.8042037,7.558860674,27.69153595,1.992742723,5.092058851,2.379662961,18.722,0.083,0.087,4.061,SWE,0.0,,,,0.0,,-6.124,-38.437,7.482,1190.476,-1.858,1.279,-0.143,7.535,783.435,15.0,0.427,2.075,4.25,0.509,25.038,67.894,2603.192,,,153.031,11.45,0.653,3.886,0.854,61.361,66.457,2.379,11.45,0.0,82.688,0.035,9.842,1.451,61258.038,-0.97,33.911,-1.957,199.797,20773.267,404.034,2.539,0.558,-3.892,1.737,-0.415,10.237,88.792,1064.307,,,40.097,-22.736,26.664,-46.229,157.099,6379.794,16333.861,97.461,149.145,15506.848,-8.566,66.089,-36.48,389.383,40484.771,43.427,3.154,28.878,5.202,170.146,6909.649,17690.379,1.555,-1.232,27.924,-2.051,164.523,247.349,17105.768,,,1190.476,7.482,-6.667,4.976,-2.094,29.315,3047.908,15910.882,9618000.0,589.18,8597.199,54.033,-15.975,37.21,-41.682,219.236,22794.391,0.023,83.1,0.015,0.041,0.09,3.639,9.317,406000000000.0,6.431,36.535,4.277,6.743,25.198,1023.29,2619.87
Switzerland,2013,,,42.64932741,0.532890219,30.85975361,7.266084515,0.018939957,4.6117499,37.665,0.062,0.079,5.155,CHE,,,,,,,2.645,9.048,4.268,353.434,,0.0,0.0,0.0,0.0,,0.0,7.737,0.441,0.111,1.547,0.0,190.803,,,67.157,2.866,0.0,0.75,0.0,38.08,24.871,0.75,2.866,0.0,41.536,0.5,0.09,0.695,43302.291,4.824,51.229,8.279,179.884,22183.239,92.505,1.117,0.0,5.313,10.207,1.808,35.842,0.0,4419.99,,,56.703,-0.961,28.046,-0.956,98.479,4696.017,12144.41,98.883,66.407,8189.296,0.445,48.736,0.759,171.131,21103.84,37.034,1.545,19.089,1.02,67.027,3067.086,8265.774,1.117,4.671,40.581,6.359,142.495,92.505,17572.446,,,353.434,4.268,4.605,1.172,0.181,4.114,507.376,8281.8,8109000.0,351.138,5122.21,61.849,-0.25,29.648,-0.261,104.104,12838.066,0.745,66.217,0.365,0.51,1.28,61.66,157.864,505000000000.0,0.134,1.657,0.066,0.004,0.23,11.099,28.416
Turkey,2013,,,289.1083686,121.2877565,78.52148436,87.98042965,2.868347081,4.021446117,59.207,0.368,0.157,3.745,TUR,-9.201,-18.209,,,0.0,,-0.771,-10.938,0.391,11.775,,0.0,0.0,0.0,0.0,,26.196,-13.511,26.082,-57.345,367.092,788.359,4834.928,179.699,2366.792,228.49,0.894,59.856,160.403,98.64,58.225,0.0,1.906,2.327,1.433,68.087,0.0,7.535,0.902,18537.419,-1.897,87.097,-23.701,1225.853,16145.572,2112.645,70.201,43.171,1.494,31.238,6.473,439.665,1299.178,5790.783,,,25.483,2.07,10.809,3.085,152.131,766.875,2003.7,29.799,68.087,896.767,5.502,12.593,9.243,177.238,2334.379,0.0,,0.0,0.0,0.0,0.0,0.0,0.834,6.933,29.777,27.172,419.095,25.107,5519.861,,,30.649,1.018,49.446,0.408,1.899,5.74,75.607,3009.411,75925000.0,1407.454,896.767,29.799,5.502,12.593,9.243,177.238,2334.379,0.0,58.386,0.001,0.006,0.017,0.0,0.229,1560000000000.0,3.298,28.173,1.375,4.253,19.349,99.243,254.842
United Kingdom,2013,460.2328469,8354.32195,451.878525,140.8754908,155.5308411,152.0847539,8.502282873,32.14389764,56.208,0.16,0.169,6.973,GBR,-24.658,-30.349,-5.644,-22.12,-8.784,-45.451,-0.487,-11.562,5.093,278.543,14.099,0.513,1.497,12.119,186.487,467.0,36.652,-5.095,18.186,-23.085,429.998,2004.447,6616.977,92.73,1426.959,355.385,18.101,130.257,231.564,95.843,4.701,70.607,5.464,18.106,0.005,53.214,2.01,28.397,0.973,36384.994,-2.044,86.08,-42.479,2035.313,31320.213,3563.402,65.159,26.969,-0.745,32.281,-5.73,763.258,1474.871,11745.324,369.804,5690.695,1.323,-11.977,0.509,-1.638,12.037,72.346,185.23,34.841,123.821,1905.41,10.367,13.92,30.917,329.13,5064.781,19.868,-0.317,7.645,-0.576,180.771,1086.529,2781.773,1.538,-1.597,35.613,-13.664,842.057,84.084,12957.912,471.95,7262.559,278.616,5.095,22.105,1.96,8.391,46.353,713.297,5468.812,64984000.0,2364.442,818.881,14.974,26.948,6.275,31.493,148.359,2283.008,0.566,47.6,0.218,1.66,5.147,30.933,79.2,2430000000000.0,7.99,42.218,3.075,21.582,72.704,436.985,1118.792
Albania,2013,,,3.789948153,0.277873016,3.407305421,0.034265479,0.063429573,0.064564547,37.635,0.335,0.114,1.266,ALB,-39.914,-0.005,11.765,0.021,0.747,0.085,26.957,7.861,0.0,0.0,,,,,,,0.0,,,,,0.0,,0.008,2.828,6.89,0.0,0.0,0.0,0.0,6.889,0.0,0.0,0.0,0.0,6.89,0.001,0.0,1.21,12749.331,,,,,,0.0,0.0,0.0,,,,,0.0,,0.197,67.708,99.985,,,,,2372.386,,100.0,6.89,2372.731,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,11.481,3953.588,0.0,0.0,,,,,,2372.731,2904000.0,37.024,2372.731,100.0,,,,,,0.015,,,,,0.344,,30586345472.0,0.0,,,,,0.0,
